1,-119,10
2,-125,10
3,-334,83.5575
4,-300,97.4639
5,-428,97.8939
6,-178,70.1752
7,-267,297.417
8,-275,88.6512
9,-209,111.182
10,-100,368.467
11,-490,241.046
12,-115,122.947
13,-100,175.937
14,-113,154.809
15,-284,346.958
16,-369,376.245
17,-120,229.439
18,-126,287.565
19,-99,288.877
20,-204,249.232
21,-100,691.335
22,-274,302.219
23,-319,898.964
24,-201,333.51
25,-186,573.949
26,-179,338.415
27,-147,190.577
28,-367,71.7427
29,-85,162.581
30,-81,99.1418
31,-300,108.994
32,-98,35.1479
33,-77,162.808
34,-86,113.344
35,-105,83.8818
36,70,72.4007
37,-57,81.0745
38,-93,58.5681
39,61,140.338
40,-116,12.838
41,-93,73.1194
42,-28,142.089
43,-38,18.5128
44,-50,29.8383
45,-82,124.8
46,-10,10.9517
47,-67,77.2953
48,-70,17.2433
49,-36,75.5933
50,-124,67.732
51,-19,114.719
52,-49,158.91
53,-66,126.914
54,-94,132.68
55,-49,135.313
56,-18,24.6179
57,-29,87.223
58,-59,100.519
59,-41,21.9007
60,-60,104.286
61,-36,122.161
62,-32,16.0819
63,-42,55.4775
64,-76,67.5625
65,-17,117.212
66,60,36.7192
67,-75,94.4048
68,-90,113.369
69,239,136.672
70,-89,47.4953
71,-77,15.0543
72,226,99.0332
73,27,21.0907
74,-5,207.1
75,10,28.1454
76,-100,37.0542
77,-77,91.8376
78,13,97.3598
79,-37,24.0651
80,-45,30.0781
81,-40,90.2729
82,-78,57.0017
83,-80,172.323
84,52,145.237
85,-66,221.28
86,41,54.7058
87,-44,80.6152
88,-32,77.4129
89,22,56.827
90,-55,64.0358
91,28,210.028
92,-99,56.211
93,-69,252.827
94,-77,77.1142
95,92,274.178
96,-52,202.164
97,-80,26.4505
98,-77,152.018
99,-65,91.5447
100,154,111.907
101,-98,115.338
102,-61,65.402
103,-66,32.7244
104,22,57.2553
105,-70,99.3395
106,-32,108.675
107,-60,60.4213
108,-126,124.873
109,-82,89.9088
110,-11,52.3086
111,12,35.3009
112,-11,83.7701
113,9,107.191
114,-54,160.631
115,96,120.15
116,-111,147.005
117,318,39.7219
118,-117,84.8016
119,-60,158.745
120,110,173.862
121,10,107.971
122,-75,102.144
123,-18,117.123
124,-81,112.352
125,-95,120.357
126,-3,170.774
127,-58,32.5994
128,-66,53.5213
129,-55,34.425
130,-4,39.8588
131,-65,120.004
132,0,26.4447
133,105,38.9143
134,-109,54.7451
135,-26,91.934
136,-60,115.793
137,7,108.232
138,10,89.6936
139,-166,54.0148
140,-142,95.7036
141,-127,47.0835
142,-103,116.515
143,-65,54.0476
144,-100,133.183
145,0,101.389
146,-42,132.471
147,-65,66.0736
148,-80,109.035
149,-41,44.8664
150,-61,88.4086
151,-78,33.2038
152,-125,43.0211
153,-83,125.868
154,-8,65.7838
155,-99,47.674
156,-116,104.703
157,-98,54.5254
158,27,85.0333
159,314,154.334
160,-127,56.6801
161,-102,50.2746
162,-101,55.6059
163,6,39.8019
164,-98,47.7568
165,87,55.6719
166,-55,41.4744
167,-70,60.8924
168,-45,90.1804
169,-2,27.5209
170,-55,51.0241
171,-64,95.2467
172,-112,66.0453
173,-65,51.3342
174,-92,172.004
175,9,105.385
176,-38,32.6369
177,-30,34.7429
178,-36,138.703
179,-65,43.4173
180,-30,69.5508
181,-81,114.748
182,104,84.3882
183,-10,25.5814
184,43,103.824
185,9,85.0541
186,-100,30.1433
187,-65,46.4836
188,4,61.4004
189,-11,155.927
190,-26,54.7785
191,-50,45.2495
192,-14,137.501
193,-84,93.0259
194,-21,42.8289
195,82,104.705
196,-110,61.1682
197,-5,44.3353
198,-127,47.8889
199,-29,22.6297
200,21,125.369
201,-6,182.733
202,-110,109.038
203,-67,200.485
204,-92,81.45
205,-57,63.6432
206,30,87.3823
207,-35,35.4228
208,-52,62.4395
209,-27,55.9746
210,-185,201.941
211,-145,58.1268
212,-55,44.7096
213,69,80.167
214,-2,26.9324
215,67,74.3991
216,-96,59.5561
217,-123,79.5791
218,-96,38.8861
219,191,40.9415
220,-77,79.4836
221,81,30.4952
222,14,32.3241
223,-42,41.0667
224,-54,147.399
225,-75,76.4542
226,-116,64.8413
227,262,134.066
228,-41,57.0565
229,-43,132.032
230,-54,63.0221
231,-111,62.0295
232,-27,34.9418
233,1416,80.524
234,211,68.4677
235,73,103.903
236,-102,59.2485
237,-120,93.7335
238,-47,182.9
239,97,25.2646
240,-53,70.5151
241,-18,42.8359
242,-51,50.4853
243,-30,44.444
244,-50,129.43
245,-4,90.6187
246,-119,92.8082
247,-79,118.489
248,-35,73.5955
249,-45,24.0615
250,6,35.3098
251,-104,138.192
252,85,83.0967
253,-60,89.4372
254,-70,69.736
255,-49,143.776
256,68,84.759
257,66,40.8747
258,-60,44.3281
259,-55,56.6056
260,-8,75.6893
261,-37,45.9824
262,-11,168.209
263,-76,141.534
264,21,141.001
265,-89,99.7653
266,-132,29.8229
267,-77,79.5654
268,-62,152.901
269,-62,37.7928
270,-34,114.831
271,-22,41.847
272,-52,56.8046
273,-7,202.997
274,-106,86.2584
275,-59,31.5238
276,-40,41.9388
277,1,89.2563
278,-83,169.559
279,-100,103.252
280,-104,97.9469
281,-99,34.5935
