(0.7886682152748108, 3.119974374771118, 5.626832962036133, 6.0, 1.2364343404769897, 5.035786151885986, 2.511561155319214, 0.5282526612281799, 0.3518393039703369, 0.27803927659988403, 0.5348430275917053)	0	5	(0.7886682152748108, 3.119974374771118, 5.626832962036133, 6.0, 1.2364343404769897, 5.035786151885986, 2.511561155319214, 0.5282526612281799, 0.3518393039703369, 0.27803927659988403, 0.5348430275917053)	False
(0.7886682152748108, 3.119974374771118, 5.626832962036133, 6.0, 1.2364343404769897, 5.035786151885986, 2.511561155319214, 0.5282526612281799, 0.3518393039703369, 0.27803927659988403, 0.5348430275917053)	0	5	(6.0, 2.8580548763275146, 5.625290870666504, 6.0, 1.137421727180481, 4.933607578277588, 2.3775386810302734, 6.0, 0.36470431089401245, 0.28850057721138, 0.24223463237285614)	False
(6.0, 2.8580548763275146, 5.625290870666504, 6.0, 1.137421727180481, 4.933607578277588, 2.3775386810302734, 6.0, 0.36470431089401245, 0.28850057721138, 0.24223463237285614)	0	5	(6.0, 2.76411509513855, 3.8799428939819336, 1.1882485151290894, 1.0423247814178467, 4.834953784942627, 2.2519567012786865, 5.985429286956787, 0.3761558532714844, 0.29800260066986084, 0.250617653131485)	False
(6.0, 2.76411509513855, 3.8799428939819336, 1.1882485151290894, 1.0423247814178467, 4.834953784942627, 2.2519567012786865, 5.985429286956787, 0.3761558532714844, 0.29800260066986084, 0.250617653131485)	0	5	(6.0, 2.757838487625122, 3.705662727355957, 0.9931288361549377, 0.9517017602920532, 4.734724521636963, 2.1297380924224854, 3.676809549331665, 1.9190709590911865, 0.307657390832901, 0.25904425978660583)	False
(6.0, 2.757838487625122, 3.705662727355957, 0.9931288361549377, 0.9517017602920532, 4.734724521636963, 2.1297380924224854, 3.676809549331665, 1.9190709590911865, 0.307657390832901, 0.25904425978660583)	0	5	(6.0, 2.7527647018432617, 3.4967730045318604, 0.8303993344306946, 0.852677583694458, 4.622533321380615, 1.991439700126648, 3.5120437145233154, 1.914193034172058, 6.0, 0.2681725323200226)	False
(6.0, 2.7527647018432617, 3.4967730045318604, 0.8303993344306946, 0.852677583694458, 4.622533321380615, 1.991439700126648, 3.5120437145233154, 1.914193034172058, 6.0, 0.2681725323200226)	0	5	(3.6693756580352783, 2.7465386390686035, 3.3283743858337402, 0.7160844206809998, 0.7762505412101746, 4.522772312164307, 1.8771672248840332, 3.3897626399993896, 4.9298906326293945, 1.8873732089996338, 2.1128463745117188)	False
(3.6693756580352783, 2.7465386390686035, 3.3283743858337402, 0.7160844206809998, 0.7762505412101746, 4.522772312164307, 1.8771672248840332, 3.3897626399993896, 4.9298906326293945, 1.8873732089996338, 2.1128463745117188)	0	5	(3.6624860763549805, 6.0, 0.7347894310951233, 0.6137072443962097, 0.7134971022605896, 4.432127952575684, 1.7650372982025146, 3.27919602394104, 4.927343845367432, 1.7180885076522827, 6.0)	False
(3.6624860763549805, 6.0, 0.7347894310951233, 0.6137072443962097, 0.7134971022605896, 4.432127952575684, 1.7650372982025146, 3.27919602394104, 4.927343845367432, 1.7180885076522827, 6.0)	1	-1	(6.0, 6.0, 0.5459168553352356, 0.5427194237709045, 6.0, 3.09397029876709, 1.7215248346328735, 6.0, 4.740287780761719, 1.700018286705017, 5.808563709259033)	False
(6.0, 6.0, 0.5459168553352356, 0.5427194237709045, 6.0, 3.09397029876709, 1.7215248346328735, 6.0, 4.740287780761719, 1.700018286705017, 5.808563709259033)	1	-1	(2.545938730239868, 0.47298967838287354, 0.47005435824394226, 5.2928972244262695, 4.167695045471191, 1.5647730827331543, 3.114680290222168, 6.0, 1.5689412355422974, 5.200557708740234, 2.1056036949157715)	False
(2.545938730239868, 0.47298967838287354, 0.47005435824394226, 5.2928972244262695, 4.167695045471191, 1.5647730827331543, 3.114680290222168, 6.0, 1.5689412355422974, 5.200557708740234, 2.1056036949157715)	0	5	(0.5297611355781555, 0.4136837124824524, 0.5026041269302368, 6.0, 2.873598575592041, 1.5169669389724731, 3.086925745010376, 4.584956169128418, 1.4984914064407349, 3.7810118198394775, 2.1120316982269287)	False
(0.5297611355781555, 0.4136837124824524, 0.5026041269302368, 6.0, 2.873598575592041, 1.5169669389724731, 3.086925745010376, 4.584956169128418, 1.4984914064407349, 3.7810118198394775, 2.1120316982269287)	0	5	(0.3912176191806793, 0.4002094864845276, 2.893843650817871, 6.0, 2.7484614849090576, 1.412213921546936, 2.9632210731506348, 4.502236843109131, 1.4203647375106812, 3.8205525875091553, 2.0841925144195557)	False
(0.3912176191806793, 0.4002094864845276, 2.893843650817871, 6.0, 2.7484614849090576, 1.412213921546936, 2.9632210731506348, 4.502236843109131, 1.4203647375106812, 3.8205525875091553, 2.0841925144195557)	0	5	(0.3912176191806793, 0.4002094864845276, 2.893843650817871, 6.0, 2.7484614849090576, 1.412213921546936, 2.9632210731506348, 4.502236843109131, 1.4203647375106812, 3.8205525875091553, 2.0841925144195557)	False
(0.3912176191806793, 0.4002094864845276, 2.893843650817871, 6.0, 2.7484614849090576, 1.412213921546936, 2.9632210731506348, 4.502236843109131, 1.4203647375106812, 3.8205525875091553, 2.0841925144195557)	0	5	(0.34899139404296875, 0.4795784056186676, 2.771050214767456, 6.0, 1.387356162071228, 1.3053412437438965, 2.838838815689087, 4.430296897888184, 1.3644660711288452, 6.0, 2.055156946182251)	False
(0.34899139404296875, 0.4795784056186676, 2.771050214767456, 6.0, 1.387356162071228, 1.3053412437438965, 2.838838815689087, 4.430296897888184, 1.3644660711288452, 6.0, 2.055156946182251)	0	5	(0.36384451389312744, 5.447998523712158, 2.785266399383545, 6.0, 1.2053132057189941, 1.181976556777954, 2.7010555267333984, 4.359394550323486, 1.3381754159927368, 1.3681083917617798, 2.021632432937622)	False
(0.36384451389312744, 5.447998523712158, 2.785266399383545, 6.0, 1.2053132057189941, 1.181976556777954, 2.7010555267333984, 4.359394550323486, 1.3381754159927368, 1.3681083917617798, 2.021632432937622)	0	5	(0.4622005522251129, 5.505759239196777, 2.859687328338623, 6.0, 1.0700944662094116, 1.0754443407058716, 2.5847179889678955, 4.32670783996582, 2.9176905155181885, 1.2293957471847534, 2.4475090503692627)	False
(0.4622005522251129, 5.505759239196777, 2.859687328338623, 6.0, 1.0700944662094116, 1.0754443407058716, 2.5847179889678955, 4.32670783996582, 2.9176905155181885, 1.2293957471847534, 2.4475090503692627)	0	5	(6.0, 6.0, 2.9390852451324463, 3.714224338531494, 0.9429406523704529, 0.9689594507217407, 2.4713900089263916, 6.0, 2.8788161277770996, 1.147088885307312, 6.0)	False
(6.0, 6.0, 2.9390852451324463, 3.714224338531494, 0.9429406523704529, 0.9689594507217407, 2.4713900089263916, 6.0, 2.8788161277770996, 1.147088885307312, 6.0)	0	5	(3.148172616958618, 2.7350692749023438, 4.530656337738037, 3.5116453170776367, 0.8207036852836609, 0.8601440787315369, 2.3579838275909424, 6.0, 2.840190887451172, 1.0993014574050903, 6.0)	False
(3.148172616958618, 2.7350692749023438, 4.530656337738037, 3.5116453170776367, 0.8207036852836609, 0.8601440787315369, 2.3579838275909424, 6.0, 2.840190887451172, 1.0993014574050903, 6.0)	0	5	(2.9257845878601074, 2.561305046081543, 4.385886192321777, 3.3513317108154297, 0.6868305802345276, 0.7359355092048645, 2.231661558151245, 6.0, 2.7950150966644287, 1.0949206352233887, 6.0)	False
(2.9257845878601074, 2.561305046081543, 4.385886192321777, 3.3513317108154297, 0.6868305802345276, 0.7359355092048645, 2.231661558151245, 6.0, 2.7950150966644287, 1.0949206352233887, 6.0)	3	-10	(2.9257845878601074, 2.561305046081543, 4.385886192321777, 3.3513317108154297, 0.6868305802345276, 0.7359355092048645, 2.231661558151245, 6.0, 2.7950150966644287, 1.0949206352233887, 6.0)	False
(2.9257845878601074, 2.561305046081543, 4.385886192321777, 3.3513317108154297, 0.6868305802345276, 0.7359355092048645, 2.231661558151245, 6.0, 2.7950150966644287, 1.0949206352233887, 6.0)	3	-10	(2.9783828258514404, 2.3963568210601807, 4.535714149475098, 0.7604272961616516, 0.5950530171394348, 0.6620248556137085, 2.1528139114379883, 6.0, 2.736912488937378, 1.1198341846466064, 6.0)	False
(2.9783828258514404, 2.3963568210601807, 4.535714149475098, 0.7604272961616516, 0.5950530171394348, 0.6620248556137085, 2.1528139114379883, 6.0, 2.736912488937378, 1.1198341846466064, 6.0)	1	-1	(6.0, 2.5958430767059326, 6.0, 0.5995916128158569, 0.5749691128730774, 5.912468433380127, 6.0, 3.8733432292938232, 2.5974907875061035, 1.0229408740997314, 3.7433204650878906)	False
(6.0, 2.5958430767059326, 6.0, 0.5995916128158569, 0.5749691128730774, 5.912468433380127, 6.0, 3.8733432292938232, 2.5974907875061035, 1.0229408740997314, 3.7433204650878906)	1	-1	(2.6035592555999756, 6.0, 0.5718526840209961, 0.5319436192512512, 0.6798464059829712, 2.1552984714508057, 3.809307336807251, 2.6341421604156494, 1.071494221687317, 1.009138822555542, 2.1226742267608643)	False
(2.6035592555999756, 6.0, 0.5718526840209961, 0.5319436192512512, 0.6798464059829712, 2.1552984714508057, 3.809307336807251, 2.6341421604156494, 1.071494221687317, 1.009138822555542, 2.1226742267608643)	1	-1	(2.44438099861145, 0.5142252445220947, 0.46334829926490784, 0.5281096696853638, 1.9994442462921143, 6.0, 6.0, 2.599529266357422, 0.9444698095321655, 1.0520875453948975, 2.2973687648773193)	False
(2.44438099861145, 0.5142252445220947, 0.46334829926490784, 0.5281096696853638, 1.9994442462921143, 6.0, 6.0, 2.599529266357422, 0.9444698095321655, 1.0520875453948975, 2.2973687648773193)	0	5	(4.223139762878418, 0.4007749855518341, 0.4512912631034851, 5.648744583129883, 6.0, 3.598435401916504, 2.456779956817627, 6.0, 0.8610156774520874, 3.65851092338562, 6.0)	False
(4.223139762878418, 0.4007749855518341, 0.4512912631034851, 5.648744583129883, 6.0, 3.598435401916504, 2.456779956817627, 6.0, 0.8610156774520874, 3.65851092338562, 6.0)	0	5	(0.38798844814300537, 0.3685756325721741, 6.0, 1.915844202041626, 6.0, 3.48797345161438, 2.361126184463501, 4.698235034942627, 0.7947988510131836, 0.8657316565513611, 6.0)	False
(0.38798844814300537, 0.3685756325721741, 6.0, 1.915844202041626, 6.0, 3.48797345161438, 2.361126184463501, 4.698235034942627, 0.7947988510131836, 0.8657316565513611, 6.0)	0	5	(0.32830092310905457, 0.39273279905319214, 6.0, 1.7457337379455566, 6.0, 3.378571033477783, 2.26485538482666, 4.206645488739014, 0.7561029195785522, 0.7368736267089844, 2.2697386741638184)	False
(0.32830092310905457, 0.39273279905319214, 6.0, 1.7457337379455566, 6.0, 3.378571033477783, 2.26485538482666, 4.206645488739014, 0.7561029195785522, 0.7368736267089844, 2.2697386741638184)	0	5	(0.3223409652709961, 6.0, 6.0, 1.615333914756775, 6.0, 3.2715697288513184, 2.1705024242401123, 4.115940093994141, 0.7679722309112549, 0.6613771915435791, 2.146655321121216)	False
(0.3223409652709961, 6.0, 6.0, 1.615333914756775, 6.0, 3.2715697288513184, 2.1705024242401123, 4.115940093994141, 0.7679722309112549, 0.6613771915435791, 2.146655321121216)	0	5	(0.3223409652709961, 6.0, 6.0, 1.615333914756775, 6.0, 3.2715697288513184, 2.1705024242401123, 4.115940093994141, 0.7679722309112549, 0.6613771915435791, 2.146655321121216)	False
(0.3223409652709961, 6.0, 6.0, 1.615333914756775, 6.0, 3.2715697288513184, 2.1705024242401123, 4.115940093994141, 0.7679722309112549, 0.6613771915435791, 2.146655321121216)	0	5	(0.3905661702156067, 6.0, 6.0, 1.4854533672332764, 6.0, 3.1459810733795166, 2.059380531311035, 4.012729644775391, 2.924420118331909, 0.6166002750396729, 1.9991259574890137)	False
(0.3905661702156067, 6.0, 6.0, 1.4854533672332764, 6.0, 3.1459810733795166, 2.059380531311035, 4.012729644775391, 2.924420118331909, 0.6166002750396729, 1.9991259574890137)	0	5	(6.0, 6.0, 6.0, 1.389248013496399, 6.0, 3.038313388824463, 1.9644659757614136, 3.9243552684783936, 2.855724573135376, 0.6276262998580933, 0.6169284582138062)	False
(6.0, 6.0, 6.0, 1.389248013496399, 6.0, 3.038313388824463, 1.9644659757614136, 3.9243552684783936, 2.855724573135376, 0.6276262998580933, 0.6169284582138062)	3	-10	(1.6307425498962402, 6.0, 6.0, 1.3084450960159302, 6.0, 2.933088779449463, 1.8701030015945435, 1.9753971099853516, 2.807332754135132, 6.0, 0.5504857897758484)	False
(1.6307425498962402, 6.0, 6.0, 1.3084450960159302, 6.0, 2.933088779449463, 1.8701030015945435, 1.9753971099853516, 2.807332754135132, 6.0, 0.5504857897758484)	3	-10	(1.5595694780349731, 6.0, 6.0, 1.2762486934661865, 6.0, 2.877162218093872, 1.8017090559005737, 1.870729923248291, 2.7629637718200684, 6.0, 0.5349129438400269)	False
(1.5595694780349731, 6.0, 6.0, 1.2762486934661865, 6.0, 2.877162218093872, 1.8017090559005737, 1.870729923248291, 2.7629637718200684, 6.0, 0.5349129438400269)	3	-10	(4.346628189086914, 6.0, 1.2491751909255981, 6.0, 2.861314535140991, 5.810491561889648, 1.7030510902404785, 2.93900203704834, 6.0, 0.574871301651001, 0.5885196328163147)	False
(4.346628189086914, 6.0, 1.2491751909255981, 6.0, 2.861314535140991, 5.810491561889648, 1.7030510902404785, 2.93900203704834, 6.0, 0.574871301651001, 0.5885196328163147)	0	5	(6.0, 1.2250821590423584, 5.824459552764893, 3.0460262298583984, 5.929728031158447, 1.7083779573440552, 6.0, 6.0, 0.6434680223464966, 0.5339337587356567, 6.0)	False
(6.0, 1.2250821590423584, 5.824459552764893, 3.0460262298583984, 5.929728031158447, 1.7083779573440552, 6.0, 6.0, 0.6434680223464966, 0.5339337587356567, 6.0)	0	5	(6.0, 1.2250821590423584, 5.824459552764893, 3.0460262298583984, 5.929728031158447, 1.7083779573440552, 6.0, 6.0, 0.6434680223464966, 0.5339337587356567, 6.0)	False
(6.0, 6.0, 5.793066501617432, 6.0, 1.6515579223632812, 6.0, 2.680546760559082, 3.586477518081665, 0.5188905000686646, 0.5018454790115356, 4.435117244720459)	0	5	(6.0, 6.0, 5.793066501617432, 6.0, 1.6515579223632812, 6.0, 2.680546760559082, 3.586477518081665, 0.5188905000686646, 0.5018454790115356, 4.435117244720459)	False
(6.0, 6.0, 5.793066501617432, 6.0, 1.6515579223632812, 6.0, 2.680546760559082, 3.586477518081665, 0.5188905000686646, 0.5018454790115356, 4.435117244720459)	0	5	(1.205652117729187, 5.724312782287598, 2.844440460205078, 6.0, 1.536482572555542, 6.0, 2.6000962257385254, 3.4621059894561768, 0.49667468667030334, 0.43963372707366943, 4.421011447906494)	False
(1.205652117729187, 5.724312782287598, 2.844440460205078, 6.0, 1.536482572555542, 6.0, 2.6000962257385254, 3.4621059894561768, 0.49667468667030334, 0.43963372707366943, 4.421011447906494)	0	5	(1.1546823978424072, 5.6809539794921875, 2.6539745330810547, 6.0, 1.4231171607971191, 6.0, 2.4821367263793945, 3.4275925159454346, 6.0, 0.40670737624168396, 0.44508832693099976)	False
(1.1546823978424072, 5.6809539794921875, 2.6539745330810547, 6.0, 1.4231171607971191, 6.0, 2.4821367263793945, 3.4275925159454346, 6.0, 0.40670737624168396, 0.44508832693099976)	0	5	(1.164865255355835, 5.70267391204834, 2.5250091552734375, 5.47785758972168, 1.2926273345947266, 6.0, 2.339677095413208, 4.588801860809326, 6.0, 0.4368724226951599, 0.3644886314868927)	False
(1.164865255355835, 5.70267391204834, 2.5250091552734375, 5.47785758972168, 1.2926273345947266, 6.0, 2.339677095413208, 4.588801860809326, 6.0, 0.4368724226951599, 0.3644886314868927)	0	5	(1.2587844133377075, 6.0, 2.446828603744507, 1.2982794046401978, 1.1815074682235718, 6.0, 2.227489709854126, 4.496842861175537, 6.0, 1.7401989698410034, 0.3558894395828247)	False
(1.2587844133377075, 6.0, 2.446828603744507, 1.2982794046401978, 1.1815074682235718, 6.0, 2.227489709854126, 4.496842861175537, 6.0, 1.7401989698410034, 0.3558894395828247)	0	5	(6.0, 6.0, 2.394449472427368, 1.170115351676941, 1.0651211738586426, 6.0, 2.1075005531311035, 4.409058570861816, 6.0, 1.733856439590454, 0.40289416909217834)	False
(6.0, 6.0, 2.394449472427368, 1.170115351676941, 1.0651211738586426, 6.0, 2.1075005531311035, 4.409058570861816, 6.0, 1.733856439590454, 0.40289416909217834)	0	5	(6.0, 6.0, 2.394449472427368, 1.170115351676941, 1.0651211738586426, 6.0, 2.1075005531311035, 4.409058570861816, 6.0, 1.733856439590454, 0.40289416909217834)	False
(6.0, 6.0, 2.394449472427368, 1.170115351676941, 1.0651211738586426, 6.0, 2.1075005531311035, 4.409058570861816, 6.0, 1.733856439590454, 0.40289416909217834)	0	5	(3.5609960556030273, 6.0, 2.3991100788116455, 1.0450174808502197, 0.9525789618492126, 6.0, 1.9972769021987915, 4.328855514526367, 3.009394645690918, 1.7244309186935425, 6.0)	False
(3.5609960556030273, 6.0, 2.3991100788116455, 1.0450174808502197, 0.9525789618492126, 6.0, 1.9972769021987915, 4.328855514526367, 3.009394645690918, 1.7244309186935425, 6.0)	0	5	(3.1945173740386963, 6.0, 3.328620672225952, 0.9245096445083618, 0.8428809642791748, 6.0, 1.88945734500885, 4.269278049468994, 2.8498268127441406, 5.966134548187256, 6.0)	False
(3.1945173740386963, 6.0, 3.328620672225952, 0.9245096445083618, 0.8428809642791748, 6.0, 1.88945734500885, 4.269278049468994, 2.8498268127441406, 5.966134548187256, 6.0)	0	5	(3.203087091445923, 2.3132941722869873, 0.9341567158699036, 0.7811570763587952, 0.8507720232009888, 5.459472179412842, 1.7664382457733154, 4.207125186920166, 2.6744062900543213, 4.404811859130859, 2.905040979385376)	False
(3.203087091445923, 2.3132941722869873, 0.9341567158699036, 0.7811570763587952, 0.8507720232009888, 5.459472179412842, 1.7664382457733154, 4.207125186920166, 2.6744062900543213, 4.404811859130859, 2.905040979385376)	0	5	(3.2098488807678223, 2.1260294914245605, 0.7887261509895325, 0.659866213798523, 0.8869704604148865, 5.334573745727539, 1.6632970571517944, 6.0, 2.5141704082489014, 4.265320777893066, 1.524680495262146)	False
(3.2098488807678223, 2.1260294914245605, 0.7887261509895325, 0.659866213798523, 0.8869704604148865, 5.334573745727539, 1.6632970571517944, 6.0, 2.5141704082489014, 4.265320777893066, 1.524680495262146)	0	5	(3.2178213596343994, 2.0298759937286377, 0.6419485211372375, 0.5379433035850525, 0.936194658279419, 5.186776161193848, 1.5623105764389038, 6.0, 2.396927833557129, 4.183814525604248, 1.5186779499053955)	False
(3.2178213596343994, 2.0298759937286377, 0.6419485211372375, 0.5379433035850525, 0.936194658279419, 5.186776161193848, 1.5623105764389038, 6.0, 2.396927833557129, 4.183814525604248, 1.5186779499053955)	0	5	(6.0, 0.6737887859344482, 0.4976712167263031, 0.42658042907714844, 2.4893953800201416, 5.0713653564453125, 1.464631199836731, 5.580562114715576, 2.3858730792999268, 4.129148960113525, 1.5119879245758057)	False
(6.0, 0.6737887859344482, 0.4976712167263031, 0.42658042907714844, 2.4893953800201416, 5.0713653564453125, 1.464631199836731, 5.580562114715576, 2.3858730792999268, 4.129148960113525, 1.5119879245758057)	0	5	(6.0, 0.6737887859344482, 0.4976712167263031, 0.42658042907714844, 2.4893953800201416, 5.0713653564453125, 1.464631199836731, 5.580562114715576, 2.3858730792999268, 4.129148960113525, 1.5119879245758057)	False
(6.0, 0.4423273205757141, 0.32758915424346924, 0.44785943627357483, 2.3579185009002686, 4.919023513793945, 1.352645754814148, 5.443306922912598, 2.3669075965881348, 4.102571964263916, 1.5042705535888672)	0	5	(6.0, 0.4423273205757141, 0.32758915424346924, 0.44785943627357483, 2.3579185009002686, 4.919023513793945, 1.352645754814148, 5.443306922912598, 2.3669075965881348, 4.102571964263916, 1.5042705535888672)	False
(6.0, 0.4423273205757141, 0.32758915424346924, 0.44785943627357483, 2.3579185009002686, 4.919023513793945, 1.352645754814148, 5.443306922912598, 2.3669075965881348, 4.102571964263916, 1.5042705535888672)	0	5	(6.0, 0.2484024465084076, 0.3104822635650635, 0.4666137099266052, 2.24703311920166, 4.801555156707764, 1.261593222618103, 5.319520473480225, 2.3532261848449707, 4.141023635864258, 1.4968732595443726)	False
(6.0, 0.2484024465084076, 0.3104822635650635, 0.4666137099266052, 2.24703311920166, 4.801555156707764, 1.261593222618103, 5.319520473480225, 2.3532261848449707, 4.141023635864258, 1.4968732595443726)	0	5	(0.21283000707626343, 0.2543657720088959, 0.32259300351142883, 0.4863830804824829, 2.1356041431427, 4.679471969604492, 1.1740996837615967, 1.230715036392212, 2.3369035720825195, 6.0, 6.0)	False
(0.21283000707626343, 0.2543657720088959, 0.32259300351142883, 0.4863830804824829, 2.1356041431427, 4.679471969604492, 1.1740996837615967, 1.230715036392212, 2.3369035720825195, 6.0, 6.0)	0	5	(0.220921128988266, 0.2642723023891449, 0.33543550968170166, 6.0, 2.025059223175049, 4.565392017364502, 1.0931040048599243, 1.077931523323059, 6.0, 2.3215889930725098, 6.0)	False
(0.220921128988266, 0.2642723023891449, 0.33543550968170166, 6.0, 2.025059223175049, 4.565392017364502, 1.0931040048599243, 1.077931523323059, 6.0, 2.3215889930725098, 6.0)	0	5	(0.23008932173252106, 0.2757612466812134, 0.35063621401786804, 6.0, 1.8965482711791992, 4.429526329040527, 1.008878231048584, 0.9335541129112244, 6.0, 2.044008493423462, 4.753156661987305)	False
(0.23008932173252106, 0.2757612466812134, 0.35063621401786804, 6.0, 1.8965482711791992, 4.429526329040527, 1.008878231048584, 0.9335541129112244, 6.0, 2.044008493423462, 4.753156661987305)	0	5	(0.23888923227787018, 0.28669777512550354, 6.0, 6.0, 1.7859495878219604, 4.314655780792236, 0.9542361497879028, 0.8240969181060791, 6.0, 1.9343528747558594, 4.744604110717773)	False
(0.23888923227787018, 0.28669777512550354, 6.0, 6.0, 1.7859495878219604, 4.314655780792236, 0.9542361497879028, 0.8240969181060791, 6.0, 1.9343528747558594, 4.744604110717773)	0	5	(0.24736876785755157, 4.519613265991211, 6.0, 6.0, 1.6754028797149658, 4.200430870056152, 2.834324836730957, 0.7267367243766785, 0.9103059768676758, 1.9226887226104736, 4.736438274383545)	False
(0.24736876785755157, 4.519613265991211, 6.0, 6.0, 1.6754028797149658, 4.200430870056152, 2.834324836730957, 0.7267367243766785, 0.9103059768676758, 1.9226887226104736, 4.736438274383545)	0	5	(1.7199164628982544, 6.0, 3.9624664783477783, 1.6995044946670532, 1.5651719570159912, 4.087799549102783, 2.7322959899902344, 0.6403005123138428, 0.687288761138916, 1.9105690717697144, 4.727358818054199)	False
(1.7199164628982544, 6.0, 3.9624664783477783, 1.6995044946670532, 1.5651719570159912, 4.087799549102783, 2.7322959899902344, 0.6403005123138428, 0.687288761138916, 1.9105690717697144, 4.727358818054199)	0	5	(1.7199164628982544, 6.0, 3.9624664783477783, 1.6995044946670532, 1.5651719570159912, 4.087799549102783, 2.7322959899902344, 0.6403005123138428, 0.687288761138916, 1.9105690717697144, 4.727358818054199)	False
(1.7199164628982544, 6.0, 3.9624664783477783, 1.6995044946670532, 1.5651719570159912, 4.087799549102783, 2.7322959899902344, 0.6403005123138428, 0.687288761138916, 1.9105690717697144, 4.727358818054199)	0	5	(1.7847306728363037, 6.0, 3.8038296699523926, 1.558599829673767, 1.5756542682647705, 3.9570038318634033, 2.6161394119262695, 0.556076169013977, 0.5444445013999939, 1.896561622619629, 4.905738830566406)	False
